timestamp,action,block,x0,y0,x1,y1,x2,y2,x3,y3,level,type
138,0,66.5,3.1666666666666656,69.66666666666666,3.1666666666666656,69.66666666666666,6.333333333333331,66.5,6.333333333333331,0,0
176,1,36.41666666666667,12.666666666666666,39.583333333333336,12.666666666666666,39.583333333333336,15.833333333333334,36.41666666666667,15.833333333333334,1,1
220,0,72.83333333333334,3.1666666666666656,76.0,3.1666666666666656,76.0,6.333333333333331,72.83333333333334,6.333333333333331,0,0
255,1,36.41666666666667,12.666666666666666,39.583333333333336,12.666666666666666,39.583333333333336,15.833333333333334,36.41666666666667,15.833333333333334,2,1
307,0,60.166666666666664,19.0,63.333333333333336,19.0,63.333333333333336,22.166666666666668,60.166666666666664,22.166666666666668,0,0
358,1,42.75,12.666666666666666,45.916666666666664,12.666666666666666,45.916666666666664,15.833333333333334,42.75,15.833333333333334,0,1
406,0,60.166666666666664,25.333333333333332,63.333333333333336,25.333333333333332,63.333333333333336,31.666666666666668,60.166666666666664,31.666666666666668,0,0
468,1,45.916666666666664,12.666666666666666,52.25,12.666666666666666,52.25,15.833333333333334,45.916666666666664,15.833333333333334,0,1
515,0,66.5,25.333333333333332,69.66666666666666,25.333333333333332,69.66666666666666,31.666666666666668,66.5,31.666666666666668,0,0
564,1,42.75,12.666666666666666,49.083333333333336,12.666666666666666,49.083333333333336,15.833333333333334,42.75,15.833333333333334,1,1
602,0,66.5,19.0,69.66666666666666,19.0,69.66666666666666,22.166666666666668,66.5,22.166666666666668,0,0
654,1,42.75,12.666666666666666,45.916666666666664,12.666666666666666,45.916666666666664,15.833333333333334,42.75,15.833333333333334,2,1
695,0,12.666666666666663,25.333333333333332,15.83333333333333,25.333333333333332,15.83333333333333,31.666666666666668,12.666666666666663,31.666666666666668,0,0
759,1,39.583333333333336,12.666666666666666,45.916666666666664,12.666666666666666,45.916666666666664,15.833333333333334,39.583333333333336,15.833333333333334,3,1
807,0,12.666666666666663,19.0,15.83333333333333,19.0,15.83333333333333,22.166666666666668,12.666666666666663,22.166666666666668,0,0
833,1,36.41666666666667,12.666666666666666,39.583333333333336,12.666666666666666,39.583333333333336,15.833333333333334,36.41666666666667,15.833333333333334,3,1
886,0,12.666666666666663,3.1666666666666656,15.83333333333333,3.1666666666666656,15.83333333333333,6.333333333333331,12.666666666666663,6.333333333333331,0,0
932,1,36.41666666666667,19.0,39.583333333333336,19.0,39.583333333333336,22.166666666666668,36.41666666666667,22.166666666666668,0,1
967,0,6.333333333333331,3.1666666666666656,9.5,3.1666666666666656,9.5,6.333333333333331,6.333333333333331,6.333333333333331,0,0
994,1,36.41666666666667,19.0,39.583333333333336,19.0,39.583333333333336,22.166666666666668,36.41666666666667,22.166666666666668,1,1
1026,0,0.0,3.1666666666666656,3.1666666666666616,3.1666666666666656,3.1666666666666616,6.333333333333331,0.0,6.333333333333331,0,0
1052,1,36.41666666666667,19.0,39.583333333333336,19.0,39.583333333333336,22.166666666666668,36.41666666666667,22.166666666666668,2,1
1100,0,6.333333333333331,25.333333333333332,9.5,25.333333333333332,9.5,31.666666666666668,6.333333333333331,31.666666666666668,0,0
1155,1,36.41666666666667,15.833333333333334,39.583333333333336,15.833333333333334,39.583333333333336,22.166666666666668,36.41666666666667,22.166666666666668,3,1
